id,domain,classification,split
4642,eeoc.gov,0,train
4643,bestcolleges.com,0,train
4644,dazn.com,0,train
4645,ymca.org,0,train
4646,england.nhs.uk,0,train
4647,foxbusiness.com,0,train
4648,poderjudicial.es,0,train
4649,nbc12.com,0,train
4650,usenix.org,0,train
4651,moviefone.com,0,train
4652,harpersbazaar.com,0,train
4653,chicagoreader.com,0,train
4654,brucebet.org,0,train
4655,gratisography.com,0,train
4656,iitd.ac.in,0,train
4657,citrix.com,0,train
4658,portfolium.com,0,train
4659,currys.co.uk,0,train
4660,inrae.fr,0,train
4661,99bitcoins.com,0,train
4662,slotsup.com,0,train
4663,20minutos.es,0,train
4664,libcal.com,0,train
4665,boriscooper.org,0,train
4666,ly.com,0,train
4667,mainichi.co.jp,0,train
4668,claris.com,0,train
4669,planetizen.com,0,train
4670,elpais.com.uy,0,train
4671,ey.com,0,train
4672,angelfire.com,0,train
4673,aclu.org,0,train
4674,tibco.com,0,train
4675,1905.com,0,train
4676,thisismoney.co.uk,0,train
4677,larepublica.pe,0,train
4678,unescap.org,0,train
4679,nf.ca,0,train
4680,yes24.com,0,train
4681,sonymobile.com,0,train
4682,policies.google.com,0,train
4683,myabandonware.com,0,train
4684,foundryco.com,0,train
4685,authy.com,0,train
4686,weidian.com,0,train
4687,korrespondent.net,0,train
4688,y8.com,0,train
4689,beritasatu.com,0,train
4690,dailytech.com,0,train
4691,cdt.org,0,train
4692,grida.no,0,train
4693,greenmatters.com,0,train
4694,metro.net,0,train
4695,reservations.com,0,train
4696,jboss.org,0,train
4697,federalreservehistory.org,0,train
4698,huduser.gov,0,train
4699,uwindsor.ca,0,train
4700,alaskapublic.org,0,train
4701,fiba.basketball,0,train
4702,scienceblogs.com,0,train
4703,blogs.com,0,train
4704,aidsmap.com,0,train
4705,ferris.edu,0,train
4706,looksmart.com,0,train
4707,ugr.es,0,train
4708,jtb.co.jp,0,train
4709,ntua.gr,0,train
4710,depositphotos.com,0,train
4711,jcrew.com,0,train
4712,anchor.fm,0,train
4713,td.com,0,train
4714,ulaval.ca,0,train
4715,sportslogos.net,0,train
4716,ebaumsworld.com,0,train
4717,portugal.gov.pt,0,train
4718,washingtoninstitute.org,0,train
4719,instagr.am,0,train
4720,moncler.com,0,train
4721,scdn.co,0,train
4722,kdnuggets.com,0,train
4723,emerald.com,0,train
4724,sportsbet.io,0,train
4725,sdu.dk,0,train
4726,web.archive.org,0,train
4727,dkfz.de,0,train
4728,goarmy.com,0,train
4729,tvoikirpichi.ru,0,train
4730,nsf.org,0,train
4731,rnw.nl,0,train
4732,guggenheim.org,0,train
4733,septa.org,0,train
4734,asahi-net.or.jp,0,train
4735,opentable.co.uk,0,train
4736,ituc-csi.org,0,train
4737,mssm.edu,0,train
4738,masslive.com,0,train
4739,huanqiu.com,0,train
4740,cn.com,0,train
4741,uw.edu.pl,0,train
4742,bankofamerica.com,0,train
4743,chez-alice.fr,0,train
4744,msnbc.com,0,train
4745,fsu.edu,0,train
4746,aliyun.com,0,train
4747,google.co.nz,0,train
4748,wionews.com,0,train
4749,adobe.io,0,train
4750,telkomsel.com,0,train
4751,webmoney.ru,0,train
4752,davidwalsh.name,0,train
4753,kahoot.com,0,train
4754,citystgeorges.ac.uk,0,train
4755,meijer.com,0,train
4756,africanews.com,0,train
4757,ria.ru,0,train
4758,prweb.com,0,train
4759,sprint.com,0,train
4760,devdojo.com,0,train
4761,www.gov.za,0,train
4762,analog.com,0,train
4763,mono-project.com,0,train
4764,javeriana.edu.co,0,train
4765,stripes.com,0,train
4766,niemanlab.org,0,train
4767,olderworkers.com.au,0,train
4768,shinobi.jp,0,train
4769,odditycentral.com,0,train
4770,jewishvirtuallibrary.org,0,train
4771,onepercentfortheplanet.org,0,train
4772,greekcitytimes.com,0,train
4773,krem.com,0,train
4774,allegro.pl,0,train
4775,roman-legion-spiel.com,0,train
4776,plymouth.ac.uk,0,train
4777,cmswire.com,0,train
4778,orbitz.com,0,train
4779,dpma.de,0,train
4780,ivillage.com,0,train
4781,qu.edu,0,train
4782,cypress.com,0,train
4783,1win-sportsbook.com,0,train
4784,cargo.site,0,train
4785,magzter.com,0,train
4786,philanthropynewsdigest.org,0,train
4787,changiairport.com,0,train
4788,uwf.edu,0,train
4789,physicsclassroom.com,0,train
4790,mrbetlogin.com,0,train
4791,looper.com,0,train
4792,womensaid.org.uk,0,train
4793,poemhunter.com,0,train
4794,td.org,0,train
4795,lh3.googleusercontent.com,0,train
4796,sublimetext.com,0,train
4797,archiveofourown.org,0,train
4798,kraftheinzcompany.com,0,train
4799,finn.no,0,train
4800,askmen.com,0,train
4801,kenwood.com,0,train
4802,zonebourse.com,0,train
4803,ttblogs.com,0,train
4804,rumble.com,0,train
4805,google.co.bw,0,train
4806,wps.com,0,train
4807,openstax.org,0,train
4808,ask-people.net,0,train
4809,sejm.gov.pl,0,train
4810,sports-reference.com,0,train
4811,onepeloton.com,0,train
4812,totaljobs.com,0,train
4813,routledge.com,0,train
4814,dxc.com,0,train
4815,t-mobile.com,0,train
4816,peta.org,0,train
4817,odn.ne.jp,0,train
4818,pravmir.ru,0,train
4819,healthsystemtracker.org,0,train
4820,caller.com,0,train
4821,cl.ly,0,train
4822,femalefirst.co.uk,0,train
4823,stellarinfo.com,0,train
4824,jta.org,0,train
4825,news4jax.com,0,train
4826,58.com,0,train
4827,archive.org,0,train
4828,optum.com,0,train
4829,rotterdam.nl,0,train
4830,immortal-romance-slot.com,0,train
4831,statically.io,0,train
4832,peopleenespanol.com,0,train
4833,woodtv.com,0,train
4834,ethnologue.com,0,train
4835,elitepipeiraq.com,0,train
4836,spamcop.net,0,train
4837,myvideo.de,0,train
4838,themanual.com,0,train
4839,ancestry.co.uk,0,train
4840,wakehealth.edu,0,train
4841,listal.com,0,train
4842,aisnet.org,0,train
4843,packers.com,0,train
4844,splashthat.com,0,train
4845,theinquirer.net,0,train
4846,festivalconecta2.com,0,train
4847,dmonster.kr,0,train
4848,fb.watch,0,train
4849,aerztezeitung.de,0,train
4850,bz-berlin.de,0,train
4851,wefunder.com,0,train
4852,newstatesman.com,0,train
4853,bitbucket.io,0,train
4854,cos.com,0,train
4855,blog2news.com,0,train
4856,whufc.com,0,train
4857,mohegansun.com,0,train
4858,zippia.com,0,train
4859,lci.fr,0,train
4860,thebalancemoney.com,0,train
4861,theparisreview.org,0,train
4862,graphisoft.com,0,train
4863,munich-airport.de,0,train
4864,gamefront.com,0,train
4865,viglink.com,0,train
4866,gotomeeting.com,0,train
4867,wpa.qq.com,0,train
4868,astrology.com,0,train
4869,gyazo.com,0,train
4870,nmu.edu,0,train
4871,heraldtribune.com,0,train
4872,allaboutvision.com,0,train
4873,dailycaller.com,0,train
4874,mailerlite.com,0,train
4875,opencorporates.com,0,train
4876,smarturl.it,0,train
4877,mbta.com,0,train
4878,jnto.go.jp,0,train
4879,vetstreet.com,0,train
4880,verticalresponse.com,0,train
4881,bfarm.de,0,train
4882,budiluhur.ac.id,0,train
4883,yangshipin.cn,0,train
4884,fee.org,0,train
4885,swin.edu.au,0,train
4886,zend.com,0,train
4887,parrot.com,0,train
4888,hellyhansen.com,0,train
4889,gardeningknowhow.com,0,train
4890,bonehealthandosteoporosis.org,0,train
4891,expertreviews.co.uk,0,train
4892,auctollo.com,0,train
4893,neurontinnow24.com,0,train
4894,uv.mx,0,train
4895,muscleandfitness.com,0,train
4896,espncricinfo.com,0,train
4897,thebalancecareers.com,0,train
4898,seti.org,0,train
4899,umblr.com,0,train
4900,yelp.co.uk,0,train
4901,edrawsoft.com,0,train
4902,wampserver.com,0,train
4903,forksoverknives.com,0,train
4904,artane7y7.com,0,train
4905,ibtimes.co.uk,0,train
4906,dailystar.co.uk,0,train
4907,mvnrepository.com,0,train
4908,fashionista.com,0,train
4909,e-ir.info,0,train
4910,x0.com,0,train
4911,designertoblog.com,0,train
4912,blogpixi.com,0,train
4913,gizmodo.com.au,0,train
4914,qidian.com,0,train
4915,blogrenanda.com,0,train
4916,thefire.org,0,train
4917,srp-trade.org,0,train
4918,glints.com,0,train
4919,thriveglobal.com,0,train
4920,upatras.gr,0,train
4921,uji.es,0,train
4922,mn.gov,0,train
4923,ekstrabladet.dk,0,train
4924,km.ru,0,train
4925,hokkaido.lg.jp,0,train
4926,robotshop.com,0,train
4927,appledaily.com,0,train
4928,downtoearth.org.in,0,train
4929,livedealerspiele.de,0,train
4930,blogcdn.com,0,train
4931,otter.ai,0,train
4932,wildapricot.org,0,train
4933,evo.com,0,train
4934,annualreviews.org,0,train
4935,google.pl,0,train
4936,tiscali.it,0,train
4937,aman.com,0,train
4938,greenwichtime.com,0,train
4939,milliyet.com.tr,0,train
4940,nxp.com,0,train
4941,mydomaine.com,0,train
4942,nabble.com,0,train
4943,financial-ombudsman.org.uk,0,train
4944,nirsoft.net,0,train
4945,chatib.net,0,train
4946,cmbchina.com,0,train
4947,cnews.ru,0,train
4948,lazada.com.ph,0,train
4949,cossa.ru,0,train
4950,framer.com,0,train
4951,uci.org,0,train
4952,gilead.com,0,train
4953,jibjab.com,0,train
4954,harrods.com,0,train
4955,shanghairanking.com,0,train
4956,pte.hu,0,train
4957,salvationarmyusa.org,0,train
4958,rt.ru,0,train
4959,mynavi.jp,0,train
4960,pressetext.com,0,train
4961,vaticannews.va,0,train
4962,etcanada.com,0,train
4963,50webs.com,0,train
4964,shmoop.com,0,train
4965,crummy.com,0,train
4966,usda.gov,0,train
4967,ou.edu,0,train
4968,conjur.com.br,0,train
4969,funnyordie.com,0,train
4970,rf.gd,0,train
4971,blogspot.com.br,0,train
4972,chase.com,0,train
4973,brinkster.com,0,train
4974,xml.org,0,train
4975,panpacific.com,0,train
4976,messenger.com,0,train
4977,mcvuk.com,0,train
4978,tpointtech.com,0,train
4979,fec.gov,0,train
4980,linkedin.com,0,train
4981,newegg.com,0,train
4982,suomiblog.com,0,train
4983,cryptomaniaks.com,0,train
4984,chambermaster.com,0,train
4985,serp.co,0,train
4986,tdg.ch,0,train
4987,flexmls.com,0,train
4988,sendgrid.com,0,train
4989,google.la,0,train
4990,usm.my,0,train
4991,tiexue.net,0,train
4992,reactos.org,0,train
4993,peraichi.com,0,train
4994,0rz.tw,0,train
4995,etix.com,0,train
4996,house.gov,0,train
4997,podcastindex.org,0,train
4998,ritsumei.ac.jp,0,train
4999,opengl.org,0,train
5000,neurology.org,0,train
5001,filmsite.org,0,train
5002,transfermarkt.co.uk,0,train
5003,worldcat.org,0,train
5004,bloggactif.com,0,train
5005,bloomberglaw.com,0,train
5006,nhk.jp,0,train
5007,gamedeveloper.com,0,train
5008,charlierose.com,0,train
5009,liverpoolecho.co.uk,0,train
5010,vecteezy.com,0,train
5011,relevantmagazine.com,0,train
5012,birmingham.gov.uk,0,train
5013,ut.edu,0,train
5014,ravelry.com,0,train
5015,tivo.com,0,train
5016,mclaren.com,0,train
5017,sodapdf.com,0,train
5018,victoriassecret.com,0,train
5019,wthr.com,0,train
5020,vestiairecollective.com,0,train
5021,search.ch,0,train
5022,suspilne.media,0,train
5023,sciencemag.org,0,train
5024,pegi.info,0,train
5025,airnow.gov,0,train
5026,spielautomaten-777.com,0,train
5027,findlaw.com,0,train
5028,ex.ac.uk,0,train
5029,kaist.ac.kr,0,train
5030,ruby-doc.org,0,train
5031,polisen.se,0,train
5032,whio.com,0,train
5033,savethechildren.net,0,train
5034,expedia.co.uk,0,train
5035,kotaku.com,0,train
5036,thejc.com,0,train
5037,theverge.com,0,train
5038,pwc.de,0,train
5039,in.com,0,train
5040,airindia.com,0,train
5041,fox2now.com,0,train
5042,pb.gov.br,0,train
5043,unc.edu.ar,0,train
5044,xinhuanet.com,0,train
5045,guggenheim-bilbao.eus,0,train
5046,idealista.com,0,train
5047,rohitab.com,0,train
5048,weather.com.cn,0,train
5049,adoptium.net,0,train
5050,arborday.org,0,train
5051,mass.gov,0,train
5052,creativebloq.com,0,train
5053,emb-japan.go.jp,0,train
5054,zerochan.net,0,train
5055,google.cat,0,train
5056,fox13now.com,0,train
5057,sfmta.com,0,train
5058,fentybeauty.com,0,train
5059,theoutbound.com,0,train
5060,news-medical.net,0,train
5061,khanacademy.org,0,train
5062,thediplomat.com,0,train
5063,uchile.cl,0,train
5064,pakistantoday.com.pk,0,train
5065,parents.com,0,train
5066,giro-d-italia-betting.com,0,train
5067,unex.es,0,train
5068,tui.co.uk,0,train
5069,are.na,0,train
5070,americanbanker.com,0,train
5071,kc-usercontent.com,0,train
5072,elmostrador.cl,0,train
5073,pinterest.ph,0,train
5074,lboro.ac.uk,0,train
5075,activiagrs.com,0,train
5076,kcet.org,0,train
5077,rcn.org.uk,0,train
5078,apps.apple.com,0,train
5079,sqlservercentral.com,0,train
5080,globest.com,0,train
5081,dafont.com,0,train
5082,lidovky.cz,0,train
5083,sport-express.ru,0,train
5084,brasil247.com,0,train
5085,crainscleveland.com,0,train
5086,activablog.com,0,train
5087,healthywomen.org,0,train
5088,yourhosting.nl,0,train
5089,usafacts.org,0,train
5090,casino-app.games,0,train
5091,prlog.ru,0,train
5092,rnz.co.nz,0,train
5093,akeo.ie,0,train
5094,conserve-energy-future.com,0,train
5095,ithemes.com,0,train
5096,multichain.com,0,train
5097,google.co.zw,0,train
5098,food.gov.uk,0,train
5099,remodelista.com,0,train
5100,iol.co.za,0,train
5101,etracker.com,0,train
5102,bsc.es,0,train
5103,aave.com,0,train
5104,nationalgeographic.com.es,0,train
5105,kogan.com,0,train
5106,google.com.et,0,train
5107,kfor.com,0,train
5108,tbsnews.net,0,train
5109,tradingeconomics.com,0,train
5110,chrome.com,0,train
5111,4399.com,0,train
5112,theargus.co.uk,0,train
5113,bccampus.ca,0,train
5114,hibid.com,0,train
5115,digiblogbox.com,0,train
5116,legendsofamerica.com,0,train
5117,lionsgate.com,0,train
5118,ccleaner.com,0,train
5119,emoneyspace.com,0,train
5120,kw.com,0,train
5121,meraki.com,0,train
5122,uio.no,0,train
5123,aol.de,0,train
5124,jqplot.com,0,train
5125,tripadvisor.ru,0,train
5126,t-online.de,0,train
5127,genially.com,0,train
5128,charitynavigator.org,0,train
5129,dogpile.com,0,train
5130,remeroninfo.com,0,train
5131,parl.ca,0,train
5132,radiopublic.com,0,train
5133,ecosoberhouse.com,0,train
5134,papajohns.com,0,train
5135,bwbx.io,0,train
5136,lowes.com,0,train
5137,openresty.com,0,train
5138,tomford.com,0,train
5139,strasbourg.eu,0,train
5140,wbir.com,0,train
5141,royalparks.org.uk,0,train
5142,dbschenker.com,0,train
5143,basecamp.com,0,train
5144,foodallergy.org,0,train
5145,io9.com,0,train
5146,marvel.com,0,train
5147,casadellibro.com,0,train
5148,mastercard.us,0,train
5149,aapd.org,0,train
5150,thenounproject.com,0,train
5151,ros.org,0,train
5152,lazada.com.my,0,train
5153,cbs6albany.com,0,train
5154,onetonline.org,0,train
5155,wpguardian.com,0,train
5156,thesimpledollar.com,0,train
5157,hubs.com,0,train
5158,google.com.nf,0,train
5159,futurity.org,0,train
5160,nationthailand.com,0,train
5161,json.org,0,train
5162,cunard.com,0,train
5163,welt.de,0,train
5164,broadinstitute.org,0,train
5165,dialpad.com,0,train
5166,julialang.org,0,train
5167,a-z-animals.com,0,train
5168,carfax.eu,0,train
5169,prohosting.com,0,train
5170,diw.de,0,train
5171,iit.edu,0,train
5172,businessinsider.es,0,train
5173,enrollbusiness.com,0,train
5174,yaleclimateconnections.org,0,train
5175,skool.com,0,train
5176,ageeksblog.com,0,train
5177,amu.edu.pl,0,train
5178,hannover.de,0,train
5179,barcelonaturisme.com,0,train
5180,infojobs.net,0,train
5181,thyroid.org,0,train
5182,worldmarket.com,0,train
5183,skechers.com,0,train
5184,ochaopt.org,0,train
5185,srf.ch,0,train
5186,hardrock.com,0,train
5187,gotokyo.org,0,train
5188,glovoapp.com,0,train
5189,tec.mx,0,train
5190,nrn.com,0,train
5191,redmondpie.com,0,train
5192,speckyboy.com,0,train
5193,phpbb.com,0,train
5194,citytvplus.ca,0,train
5195,stockstar.com,0,train
5196,mainviaggra.com,0,train
5197,plexstorm.org,0,train
5198,cgtn.com,0,train
5199,ventusky.com,0,train
5200,rt.com,0,train
5201,streema.com,0,train
5202,redbull.com,0,train
5203,ec.europa.eu,0,train
5204,xyzscripts.com,0,train
5205,squoosh.app,0,train
5206,template-help.com,0,train
5207,powerbluesilden.com,0,train
5208,joystiq.com,0,train
5209,pdffiller.com,0,train
5210,ouraring.com,0,train
5211,worldcosplay.net,0,train
5212,helenair.com,0,train
5213,gusto.com,0,train
5214,indiana.edu,0,train
5215,weblogs.com,0,train
5216,rpmfind.net,0,train
5217,santander.com,0,train
5218,puu.sh,0,train
5219,jcyl.es,0,train
5220,payoneer.com,0,train
5221,drawdown.org,0,train
5222,badische-zeitung.de,0,train
5223,monocle.com,0,train
5224,phillips.com,0,train
5225,google.gg,0,train
5226,ladbrokes.com,0,train
5227,quillette.com,0,train
5228,ucl.ac.be,0,train
5229,edmonton.ca,0,train
5230,sostav.ru,0,train
5231,opengameart.org,0,train
5232,secretservice.gov,0,train
5233,unite.ai,0,train
5234,nctsn.org,0,train
5235,linkis.com,0,train
5236,in.us,0,train
5237,somersetlive.co.uk,0,train
5238,ning.com,0,train
5239,orkin.com,0,train
5240,babycenter.com,0,train
5241,answerthepublic.com,0,train
5242,veerone.com,0,train
5243,garden.org,0,train
5244,clickbank.net,0,train
5245,cancer.gov,0,train
5246,manageengine.com,0,train
5247,mysql.com,0,train
5248,brak.de,0,train
5249,bezformata.com,0,train
5250,ceur-ws.org,0,train
5251,hotcars.com,0,train
5252,bradenton.com,0,train
5253,ntu.edu.tw,0,train
5254,mastodon.world,0,train
5255,krisp.ai,0,train
5256,charlotteobserver.com,0,train
5257,vfairs.com,0,train
5258,edition.pagesuite-professional.co.uk,0,train
5259,leadpages.net,0,train
5260,copiny.com,0,train
5261,vml.com,0,train
5262,sustainablebrands.com,0,train
5263,the-star.co.ke,0,train
5264,joomla.org,0,train
5265,vanityfair.it,0,train
5266,smartsheet.com,0,train
5267,venngage.com,0,train
5268,theicct.org,0,train
5269,fcbayern.com,0,train
5270,smarthistory.org,0,train
5271,kleinezeitung.at,0,train
5272,birzha.name,0,train
5273,franke.com,0,train
5274,jacobinmag.com,0,train
5275,mirror.co.uk,0,train
5276,vibe.com,0,train
5277,airbnb.ca,0,train
5278,exibart.com,0,train
5279,nv.ua,0,train
5280,thescottishsun.co.uk,0,train
5281,getbento.com,0,train
5282,gifs.com,0,train
5283,pin-up-bet-casino.com,0,train
5284,discoveryplus.com,0,train
5285,informaworld.com,0,train
5286,credly.com,0,train
5287,uni-potsdam.de,0,train
5288,fwi.co.uk,0,train
5289,facebook.de,0,train
5290,gunviolencearchive.org,0,train
5291,averydennison.com,0,train
5292,swp-berlin.org,0,train
5293,ura.news,0,train
5294,id.me,0,train
5295,bom.so,0,train
5296,manager-magazin.de,0,train
5297,wto.org,0,train
5298,weibo.cn,0,train
5299,createsend1.com,0,train
5300,aa.org,0,train
5301,blabbermouth.net,0,train
5302,topcasinopromocodes.com,0,train
5303,neh.gov,0,train
5304,reginfo.gov,0,train
5305,candidthemes.com,0,train
5306,nixos.org,0,train
5307,outbrain.com,0,train
5308,wikimediafoundation.org,0,train
5309,netmarketshare.com,0,train
5310,dometic.com,0,train
5311,xx3.kz,0,train
5312,zum.de,0,train
5313,schoolloop.com,0,train
5314,warc.com,0,train
5315,pages.lazada.co.id,0,train
5316,video-bookmark.com,0,train
5317,melanoma.org,0,train
5318,prezi.com,0,train
5319,calcalistech.com,0,train
5320,zeit.de,0,train
5321,topforeignbrides.org,0,train
5322,kancloud.cn,0,train
5323,cnpq.br,0,train
5324,techraptor.net,0,train
5325,screamingfrog.co.uk,0,train
5326,heise.de,0,train
5327,triple-chance-777.com,0,train
5328,websitedemos.net,0,train
5329,ora.com,0,train
5330,mdzol.com,0,train
5331,yidianzixun.com,0,train
5332,idg.se,0,train
5333,avito.ru,0,train
5334,alabama.gov,0,train
5335,mango.com,0,train
5336,royalmint.com,0,train
5337,maryland.gov,0,train
5338,divx.com,0,train
5339,google.co.za,0,train
5340,ipbes.net,0,train
5341,ba.com,0,train
5342,atf.gov,0,train
5343,bloginwi.com,0,train
5344,lalibre.be,0,train
5345,equinor.com,0,train
5346,ukg.com,0,train
5347,freeyellow.com,0,train
5348,northeastern.edu,0,train
5349,labusinessjournal.com,0,train
5350,sheknows.com,0,train
5351,schleswig-holstein.de,0,train
5352,1101.com,0,train
5353,www.rct.uk,0,train
5354,rvc.ac.uk,0,train
5355,cvent.com,0,train
5356,hallmark.com,0,train
5357,zen-cart.com,0,train
5358,cyberark.com,0,train
5359,www.ne.jp,0,train
5360,truthorfiction.com,0,train
5361,hakaimagazine.com,0,train
5362,freeserve.co.uk,0,train
5363,tt.com,0,train
5364,nginx.org,0,train
5365,nominet.uk,0,train
5366,dp.ua,0,train
5367,golfwrx.com,0,train
5368,uiowa.edu,0,train
5369,courierpress.com,0,train
5370,lenovo.com,0,train
5371,maxon.net,0,train
5372,religioustolerance.org,0,train
5373,interfax.ru,0,train
5374,merckmanuals.com,0,train
5375,worldwatch.org,0,train
5376,mappy.com,0,train
5377,cas.cz,0,train
5378,ceneo.pl,0,train
5379,wrap.org.uk,0,train
5380,cnrtl.fr,0,train
5381,investing.com,0,train
5382,shapshare.com,0,train
5383,constructiondive.com,0,train
5384,liepin.com,0,train
5385,ccm.net,0,train
5386,ripple.com,0,train
5387,pagerduty.com,0,train
5388,consumer.es,0,train
5389,educause.edu,0,train
5390,oui.sncf,0,train
5391,fooddive.com,0,train
5392,architonic.com,0,train
5393,mikecrm.com,0,train
5394,en.wikipedia.org,0,train
5395,mine.nu,0,train
5396,blogspot.ro,0,train
5397,github.blog,0,train
5398,hackster.io,0,train
5399,zzounds.com,0,train
5400,jus.br,0,train
5401,joomlart.com,0,train
5402,simplesite.com,0,train
5403,udn.com,0,train
5404,kornferry.com,0,train
5405,thehindu.com,0,train
5406,google.cg,0,train
5407,manchestereveningnews.co.uk,0,train
5408,site.com,0,train
5409,boehringer-ingelheim.com,0,train
5410,plus.google.com,0,train
5411,dutchnews.nl,0,train
5412,techinasia.com,0,train
5413,telegraphindia.com,0,train
5414,leviton.com,0,train
5415,bit.do,0,train
5416,tunnelbear.com,0,train
5417,googletagmanager.com,0,train
5418,reebok.com,0,train
5419,concept2.com,0,train
5420,yar.ru,0,train
5421,atlantis.com,0,train
5422,agpd.es,0,train
5423,marcjacobs.com,0,train
5424,tv-tokyo.co.jp,0,train
5425,paulgraham.com,0,train
5426,dawn.com,0,train
5427,bdimg.com,0,train
5428,chowhound.com,0,train
5429,sedaily.com,0,train
5430,google.co.ke,0,train
5431,gaoding.com,0,train
5432,royalalberthall.com,0,train
5433,vive.com,0,train
5434,synopsys.com,0,train
5435,a8.net,0,train
5436,plato.stanford.edu,0,train
5437,gpsites.co,0,train
5438,elnuevodia.com,0,train
5439,playbill.com,0,train
5440,chinatimes.com,0,train
5441,kbs.co.kr,0,train
5442,scienceabc.com,0,train
5443,unrwa.org,0,train
5444,naacpldf.org,0,train
5445,alimama.com,0,train
5446,dice.fm,0,train
5447,garyvaynerchuk.com,0,train
5448,zurich.com,0,train
5449,docusign.com,0,train
5450,nc.gov,0,train
5451,portsmouth.co.uk,0,train
5452,grader.com,0,train
5453,vegnews.com,0,train
5454,ptinews.com,0,train
5455,smith.edu,0,train
5456,changelly.com,0,train
5457,armscontrol.org,0,train
5458,brewersassociation.org,0,train
5459,universalorlando.com,0,train
5460,specialolympics.org,0,train
5461,hilton.com,0,train
5462,lasvegassun.com,0,train
5463,hyland.com,0,train
5464,amoxila365.com,0,train
5465,commercialappeal.com,0,train
5466,newarab.com,0,train
5467,tes.com,0,train
5468,diabetes.org,0,train
5469,di.fm,0,train
5470,uplandsoftware.com,0,train
5471,convertkit.com,0,train
5472,imuran7www.com,0,train
5473,domain.com,0,train
5474,mahidol.ac.th,0,train
5475,beeline.ru,0,train
5476,instapage.com,0,train
5477,pressbooks.pub,0,train
5478,radissonhotelsamericas.com,0,train
5479,dyn.com,0,train
5480,guildwars2.com,0,train
5481,funko.com,0,train
5482,vermont.gov,0,train
5483,mapbox.com,0,train
5484,clickmeeting.com,0,train
5485,baesystems.com,0,train
5486,qsrmagazine.com,0,train
5487,gofundme.com,0,train
5488,google.it,0,train
5489,proton.me,0,train
5490,vegaspluswin.net,0,train
5491,nbc4i.com,0,train
5492,busuu.com,0,train
5493,mobify-storefront.com,0,train
5494,chalkbeat.org,0,train
5495,section508.gov,0,train
5496,pcusa.org,0,train
5497,einnews.com,0,train
5498,e-recht24.de,0,train
5499,jasso.go.jp,0,train
5500,hawaii.gov,0,train
5501,ramsar.org,0,train
5502,tails.net,0,train
5503,downdetector.com,0,train
5504,oe24.at,0,train
5505,westpoint.edu,0,train
5506,unhabitat.org,0,train
5507,docs.google.com,0,train
5508,mandrillapp.com,0,train
5509,realtor.ca,0,train
5510,imag.fr,0,train
5511,informationisbeautiful.net,0,train
5512,eb.com,0,train
5513,oauth.vk.com,0,train
5514,rapidcityjournal.com,0,train
5515,sun-sentinel.com,0,train
5516,financialexpress.com,0,train
5517,gob.ar,0,train
5518,mentalhealthamerica.net,0,train
5519,stacker.com,0,train
5520,day-trading.info,0,train
5521,dnsstuff.com,0,train
5522,wmtransfer.com,0,train
5523,thoughtworks.com,0,train
5524,multimania.com,0,train
5525,consumer.gov,0,train
5526,sovren.media,0,train
5527,16mb.com,0,train
5528,upmc.com,0,train
5529,cyclingnews.com,0,train
5530,joins.com,0,train
5531,uipath.com,0,train
5532,midjourney.com,0,train
5533,netdna-ssl.com,0,train
5534,global.fujitsu,0,train
5535,payforessay.net,0,train
5536,ddai.info,0,train
5537,mail-archive.com,0,train
5538,check24.de,0,train
5539,boo.jp,0,train
5540,okezone.com,0,train
5541,teamtailor.com,0,train
5542,circana.com,0,train
5543,jpmorganchase.com,0,train
5544,uu.nl,0,train
5545,americansongwriter.com,0,train
5546,deloitte.com,0,train
5547,thecvf.com,0,train
5548,flagcounter.com,0,train
5549,uni-augsburg.de,0,train
5550,hardwarezone.com.sg,0,train
5551,blackwellpublishing.com,0,train
5552,google.az,0,train
5553,proxibid.com,0,train
5554,elte.hu,0,train
5555,plarium.com,0,train
5556,hackensackmeridianhealth.org,0,train
5557,dm.de,0,train
5558,bible.com,0,train
5559,vblogetin.com,0,train
5560,kake.com,0,train
5561,japantimes.co.jp,0,train
5562,walmart.ca,0,train
5563,drugoffice.gov.hk,0,train
5564,cityofnewyork.us,0,train
5565,joinpeertube.org,0,train
5566,cephalexininfo24.com,0,train
5567,phillipsservices.net,0,train
5568,accaglobal.com,0,train
5569,fiocruz.br,0,train
5570,transportr.io,0,train
5571,unict.it,0,train
5572,google.com.mm,0,train
5573,ohchr.org,0,train
5574,biblehub.com,0,train
5575,folkhalsomyndigheten.se,0,train
5576,linuxjournal.com,0,train
5577,wyzowl.com,0,train
5578,galerieslafayette.com,0,train
5579,datingranking.net,0,train
5580,virgin-atlantic.com,0,train
5581,dictionary.com,0,train
5582,homeaffairs.gov.au,0,train
5583,squidoo.com,0,train
5584,vinmec.com,0,train
5585,ofcom.org.uk,0,train
5586,ie.edu,0,train
5587,philstar.com,0,train
5588,wfp.org,0,train
5589,bahn.de,0,train
5590,btinternet.co.uk,0,train
5591,fairmont.com,0,train
5592,123pan.com,0,train
5593,de.vu,0,train
5594,flickr.com,0,train
5595,xfinity.com,0,train
5596,thinglink.com,0,train
5597,ascendoor.com,0,train
5598,brainstation.io,0,train
5599,continental-tires.com,0,train
5600,aptoide.com,0,train
5601,so.com,0,train
5602,toyota.co.jp,0,train
5603,cyclinguk.org,0,train
5604,picodi.com,0,train
5605,simpleflying.com,0,train
5606,unsplash.com,0,train
